,단어명,물리명,영문명,금칙어
15327,최다,GTNUM,GREATEST IN NUMBER,
15328,최단,SHRTST,SHORTEST,
15329,최단소해항로,QROUTE,QROUTE,
15330,최대,MAX,MAXIMUM,MAX
15331,최대작동한계,MOL,MAXIMUM OPERATING LIMIT,
15332,최대전송유닛,MTU,MAXIMUM TRANSFER UNIT,
15333,최대치,MVL,MAX VALUE,
15334,최대하중배수,MAXG,MAX GRAVITY,
15335,최번시,BSHR,BUSY-HOUR,
15336,최상위,TPLVL,TOP LEVEL,
15337,최선,BEST,BEST,
15338,최소,MIN,MINIMUM,MIN
15339,최소AD,LSMAD,LEAST SQUARES METHOD AVERAGE DEMAND,
15340,최소OL,LSMOL,LEAST SQUARES METHOD OPERATING LEVEL,
15341,최소감지적외선강도,MINSENIRDSTR,MINIMUM SENSE INFRARED STRENGTH,
15342,최소운용활주로,MOS,MINIMUM OPERATING STRIP,MOS
15343,최소제곱법,LSM,LEAST SQUARES METHOD,최소자승법
15344,최소주문수량,MOQ,MINIMUM ORDER QUANTITY,MOQ
15345,최소치,MNVL,MIN VALUE,
15346,최소회전반경,MINTNRD,MINIMUM TURNING RADIUS,
15347,최신,LTST,THE LATEST,
15348,최심,MSTEXM,MOST EXTREME,
15349,최장,LNGST,LONGEST,
15350,최저,LWST,LOWEST,
15351,최저가,LWPRC,THE LOWEST PRICE,최저가격
15352,최저고도,TRVLV,TRAVERSE LEVEL,
15353,최저기온,LWTM,LOWEST TEMPERATURE,
15354,최적,OPTM,OPTIMUMS,
15355,최적화,OPTMZ,OPTIMIZATION,
15356,최종,FNL,FINAL,"마지막,FINAL,LAST"
15357,최종기본료,FNBA,FINAL BASIC FEE,
15358,최종보고,FNLRP,FINAL REPORT,
15359,최종수정일,LSTUPDDY,LAST UPDATE DAY,
15360,최종일자,FNLDT,FINAL DATE,"마지막일자,FINAL,LAST일자,LAST일,마지막일,최종일"
15361,최종할증료,FNEXC,FINAL EXTRA CHARGE FEE,
15362,최종확인,FNLCFMTN,FINAL CONFIRMATION,
15363,최초,THEFST,THE FIRST,
15364,최초기본료,FTBA,THE FIRST BASIC FEE,
15365,최초물품상태코드,FICCD,FIRST ITEM CONDITION CODE,
15366,최초배당량,IIQ,INITIAL ISSUE QUANTITY,
15367,최초보고,INIRPT,INITIAL REPORT,
15368,최초보급,INISPL,INITIAL SUPPLY,
15369,최초보급소요,ISR,INITIAL SUPPLY REQUIREMENT,
15370,최초불출,INISS,INITIAL ISSUE,
15371,최초소요,IRQM,INITIAL REQUIREMENT,
15372,최초양산,IPRD,INITIAL PRODUCTION,
15373,최초영상판독보고서,IPIR,INITIAL PHOTOGRAPHIC INTERPRETATION REPORT,IPIR
15374,최초운용능력,IOC,INITIAL OPERATIONAL CAPABILITY,
15375,최초지시,IDRT,INITIATING DIRECTIVE,
15376,최초청구,IR,INITIAL REQUISITION,
15377,최초할증료,FTEXC,THE FIRST EXTRA CHARGE FEE,
15378,최초회의,INCF,INITIAL CONFERRENCE,
15379,최하위,LWRNK,LOWEST RANK,
15380,추,POISE,POISE,
15381,추가,ADDTN,ADDITION,가
15382,추가경정,RVSPL,REVISED SUPPLEMENTARY,추경
15383,추가경정예산,SPLBGT,SUPPLEMENTARY BUDGET,"추경예산,보정예산"
15384,추가자,ADDER,ADDER,
15385,추가처방,APRS,ADDITION PREION,
15386,추가첩보,ADINFO,ADDITIONAL INFORMATION,
15387,추가회수코드,ARCD,ADDITION RETRIEVAL CODE,
15388,추가획득,ADACQ,ADDITION ACQUISITION,
15389,추격,PRSIT,PURSUIT,
15390,추계액,ESAMT,ESTIMATED AMOUNT,
15391,추려사용,SELUSE,SELECT & USE,
15392,추력,THRST,THRUST,
15393,추력지속시간,THRSTCONTM,THRUST CONTINUOUS TIME,
15394,추모,CHRSH,CHERISH,
15395,추방,BNSH,BANISHMENT,
15396,추산,ESTMT,ESTIMATE,추계
15397,추서,PHSHN,POSTHUMOUS HONORS,
15398,추세,TREND,TREND,
15399,추세분석,TRDANLS,TREND ANALYSIS,
15400,추심,CLCTN,COLLECTION,
15401,추심명령,CLCDR,COLLECTION ORDER,
15402,추심위임배서,ESL,ENDORSEMENT FOR COLLECTION,
15403,추심일자,CLTNDT,COLLECTION DATE,추심일
15404,추심채무,DTCD,DEBT TO BE COLLECTED AT THE DEBTORS ADDRESS,
15405,추완,SBSQACMP,SUBSEQUENT ACCOMPLISHMENT,
15406,추이,TRSN,TRANSITION,
15407,추적,TRC,TRACE,
15408,추정,PRSPTN,PRESUMPTION,
15409,추정가격,PRSMPPC,PRESUMED VALUE,
15410,추정금액,PRSMPAMT,PRESUMPTION AMOUNT,
15411,추진,PRPL,PROPEL,
15412,추진,PRPLS,PROPULSION,
15413,추진보급,FWSPL,FORWARD SUPPLY,
15414,추진장약,PRPLNT,PROPELLANT,
15415,추진직불구분코드,PADIDCD,PROPEL AND DIRECT ISSUE DIVISION CODE,
15416,추진탄약,PRPAMN,PROPULSION AMMUNITION,추진탄
15417,추징,ADCHRG,ADDITIONAL CHARGE,
15418,추천,RCMMD,RECOMMENDATION,
15419,추천결과,RCMRS,RECOMMENDATION RESULT,
15420,추천권,RCMATH,RECOMMENDATION AUTHORITY,
15421,추천권자,RCATHPSN,RECOMMENDATION AUTHORITY PERSON,
15422,추천그룹코드,RCMGRCD,RECOMMENDATION GROUP CODE,
15423,추천목록코드,RCMLSCD,RECOMMENDATION LIST CODE,
15424,추천서,RCMDOC,RECOMMENDATION DOCUMENT,
15425,추천인,RCMDR,RECOMMENDER,추천자
15426,추천지,POR,PLACE OF RECOMMENDATION,
15427,추천표적목록,CTL,CANDIDATE TARGET LIST,
15428,추첨,LTRY,LOTTERY,
15429,추출,EXTRTN,EXTRACTION,
15430,추출물,EXTHG,EXTRACTION THING,
15431,추출일자,EXTRTNDT,EXTRACTION DATE,추출일
15432,추행,MSCNDT,MISCONDUCT,
15433,추후,AFTWD,AFTERWARDS,
15434,추후관리,AFTMGT,AFTERWARDS MANAGEMENT,
15435,축,AXIS,AXIS,
15436,축간거리,WHBS,WHEEL BASE,"축거,휠베이스"
15437,축구,SOCCER,SOCCER,
15438,축구장,FTBFLD,FOOTBALL FIELD,
15439,축대,EMBNK,EMBANKMENT,
15440,축사,STALL,STALL,
15441,축사탄,MINIMN,MINIATURE MUNITION,
15442,축선,AXS,AXIS,
15443,축선번호,AXISNO,AXIS NUMBER,
15444,축성,FTFCTN,FORTIFICATION,
15445,축성공구,FTCTL,FORTIFICATION TOOL,
15446,축성장애물종류코드,FTFOBTKCD,FORTIFICATION OBSTACLE KIND CODE,
15447,축소,RDCTN,REDUCTION,
15448,축약,IMPL,IMPLICATION,
15449,축전,CRRGR,CONGRATULATORY TELEGRAM,
15450,축전지,STRGBTR,STORAGE BATTERY,
15451,축제,FSTVL,FESTIVAL,
15452,축중량,AXWGT,AXIS WEIGHT,
15453,축척,RPFRT,REPRESENTATIVE FRACTION,축적
15454,축척코드,RDSCD,REDUCED SCALE CODE,
15455,출격,SRTI,SORTIE,
15456,출결,ATDABS,ATTENDANCE AND ABSENCE,
15457,출고,RELS,RELEASE,
15458,출고가,FRRC,FACTORY PRICE,
15459,출고량,RLSQTY,RELEASE QUANTITY,출고수량
15460,출고번호,RLSNO,RELEASE NUMBER,
15461,출고부대,RLSUNT,RELEASE UNIT,
15462,출고일자,RLSDT,RELEASE DATE,출고일
15463,출고증빙서번호,RVNO,RELEASE VOUCHER NUMBER,
15464,출구,EXIT,EXIT,
15465,출국,DPTCTR,DEPARTURE FROM A COUNTRY,
15466,출국일자,DPTCTRDT,DEPARTURE FROM A COUNTRY DATE,출국일
15467,출귀국,DPTRTN,DEPARTURE AND RETURN TO ONES COUNTRY,
15468,출근,GOTOWRK,GOING TO WORK,
15469,출근자,ATNDN,ATTENDANT,
15470,출금,WTDRW,WITHDRAWAL,
15471,출금일,DWD,DRAW DATE,
15472,출납,RCPM,RECEIPTS AND PAYMENTS,
15473,출납공무원,ACCOFC,ACCOUNTING OFFICIAL,
15474,출납관,ACCOFCR,ACCOUNTING OFFICER,
15475,출납관리,RNPM,RECEIPTS AND PAYMENTS MANAGEMENT,
15476,출납관리구분코드,RNPMDCD,RECEIPTS AND PAYMENTS MANAGEMENT DIVISION CODE,
15477,출납번호,RNPNO,RECEIPTS AND PAYMENTS NUMBER,
15478,출납일자,RCPMDT,RECEIPTS AND PAYMENTS DATE,출납일
15479,출동,GOOUT,GOING OUT,
15480,출동대,GOT,GOING OUT TEAM,
15481,출동일자,GOUTDT,GOING OUT DATE,출동일
15482,출력,PRINT,PRINT,
15483,출력,GNRCP,GENERATING CAPACITY,
15484,출력권한,PTATH,PRINT AUTHORITY,
15485,출력물,PRTOUT,PRINTOUT,
15486,출력일자,OTPTDT,OUTPUT DATE,출력일
15487,출발,DPTR,DEPARTURE,
15488,출발역,DPTSTN,DEPARTURE STATION,시작역
15489,출발일자,DPTDT,DEPARTURE DATE,출발일
15490,출발지,STRTPNT,STARTING POINT,발지
15491,출발지역,DPTAR,DEPARTURE AREA,
15492,출발항,PTDPT,PORT OF DEPARTURE,출항지
15493,출발항도착항지역,INOUTBND,IN/OUT-BOUND,IN/OUTBOUND
15494,출발항지역,INBND,IN-BOUND,IN-BOUND
15495,출산,CHLDBRTH,CHILDBIRTH,
15496,출생,BIRTH,BIRTH,
15497,출생지,POB,PLACE OF BIRTH,
15498,출소,RLRSN,RELEASE FROM PRISON,
15499,출시,CMT,COME OUT,
15500,출신,GRDT,GRADUATE,
15501,출신병역코드,GMSCD,GRADUATE MILITARY SERVICE CODE,
15502,출신코드,GRDTCD,GRADUATE CODE,
15503,출연,CTRBT,CONTRIBUTION,
15504,출입,GIO,GOING IN AND OUT,
15505,출입국,GIOCTR,GOING IN AND OUT FROM THE COUNTRY,
15506,출입로,ENTRD,ENTRANCE ROAD,
15507,출입문,GATE,GATE,게이트
15508,출입장소,CGPLC,COMING AND GOING PLACE,
15509,출입증,ADMTKT,ADMISSION TICKET,
15510,출입통제체계코드,GIOCNTSYSTCD,GOING IN AND OUT CONTROL SYSTEM COMMON CODE,
15511,출자,IVST,INVESTMENT,
15512,출자인수권,PRTIVCP,PREEMPTIVE RIGHT TO INVESTED CAPITAL,
15513,출장,OFTRP,OFFICIAL TRIP,
15514,출장비,BTRPS,BUSINESS TRIP EXPENSE,
15515,출장소,BRNCHOFC,BRANCH OFFICE,
15516,출장자,TRIPER,TRIPPER,
15517,출장지,OFTRPLC,OFFICIAL TRIP PLACE,
15518,출전,GTW,GOING TO WAR,
15519,출전대기부대,GUNIT,GOING TO WAR WAIT UNIT,
15520,출정,APRCRT,APPEARANCE IN COURT,
15521,출제,STQEST,SETTING QUESTIONS,
15522,출차,LVVHCL,LEAVING VEHICLES,
15523,출처,SRCE,SOURCE,소스
15524,출타,OUTING,OUTING,
15525,출통문,EXGPS,EXIT GATE FOR PASSAGE,
15526,출판,PBLSH,PUBLISHING,
15527,출판물,PUBLCTN,PUBLICATION,
15528,출판사,PBLCO,PUBLISHING COMPANY,
15529,출하,SHPMNT,SHIPMENT,
15530,출하일자,SHPMTDT,SHIPMENT DATE,출하일
15531,출하증빙서,SHPDOC,SHIPPING DOCUMENT,출하증
15532,출하증빙서번호,SPDOCNO,SHIPPING DOCUMENT NUMBER,
15533,출항,TKOFF,TAKE-OFF,
15534,출항일자,TKOFDT,TAKE-OFF DATE,출항일
15535,출현,ERE,EMERGENCE,
15536,출혈,HMRG,HEMORRHAGE,
15537,충격,IMPACT,IMPACT,
15538,충격신관,PFUZE,PERCUSSION FUZE,
15539,충고,RECMD,RECOMMEND,
15540,충공관,FLEMDR,FULL OR EMPTY DRUM,
15541,충관,FULDRUM,FULL DRUM,
15542,충당,APRPRTN,APPROPRIATION,
15543,충당금,RSRVFND,RESERVE FUND,충당금액
15544,충당부채,PRVSNS,PROVISIONS,
15545,충돌,CRASH,CRASH,
15546,충돌조류코드,CRSHBIRDCD,CRASH BIRD CODE,
15547,충동,IMPLS,IMPULSE,
15548,충만,FULNS,FULLNESS,
15549,충무계획,CMPLN,CHUNG-MU PLAN,
15550,충무사태,SOCHM,STATE OF CHUNGMU,
15551,충분,ENUGH,ENOUGH,
15552,충성심,SNLYT,SENSE OF LOYALTY,
15553,충실도,FDLTY,FIDELITY,
15554,충원,SPSN,SUPPLEMENT OF THE PERSONNEL,
15555,충의,LYLTY,LOYALTY,
15556,충전,RCHR,RECHARGING,
15557,충전기,CHRGR,CHARGER,
15558,충전물,FILLER,FILLER,
15559,충전소,CHRSTN,CHARGING STATION,
15560,충전인,CHRMN,CHARGING MAN,
15561,충정,TRUFL,TRUE FEELING,
15562,충족,SFCY,SUFFICIENCY,
15563,충족유형코드,SFCYTYCD,SUFFICIENCY TYPE CODE,
15564,충청남도,CCND,CHUNGCHEONGNAM-DO,충남
15565,충청도,CCDO,CHUNGCHEONG-DO,
15566,충청북도,CCBD,CHUNGCHEONGBUK-DO,충북
15567,충해,VDE,VERMIN DAMAGE,
15568,취급,DEAL,DEALING,
15569,취급소,OFFICE,OFFICE,
15570,취급일자,DEALDT,DEALING DATE,취급일
15571,취급자,HNDLR,HANDLER,취급인
15572,취득,ACQ,ACQUISITION,
15573,취득가격,ACQPRC,ACQUISITION PRICE,"취득가,취득가액"
15574,취득시효,ACQPRD,ACQUISITIVE PREION,
15575,취득원가,ACQCST,ACQUISITION COST,
15576,취득일자,ACQDT,ACQUISITION DATE,취득일
15577,취득자,ACQSTR,ACQUISITOR,
15578,취득처분운용구분코드,ADODVCD,"ACQUISITION, DISPOSAL AND OPERATING DIVISION CODE",
15579,취미,HBBY,HOBBY,
15580,취사,COOKNG,COOKING,
15581,취사장,KTCHN,KITCHEN,
15582,취소,CNCL,CANCELLATION,
15583,취소번호,CNCLNO,CANCELLATION NUMBER,
15584,취소유형,CTYP,CANCELLATION TYPE,
15585,취소일자,CNCLDT,CANCELLATION DATE,취소일
15586,취소자,CNCLR,CANCELER,
15587,취소전표,CNCSLIP,CANCELLATION SLIP,
15588,취수,ITWTR,INTAKE OF WATER,
15589,취수장,ITPLT,INTAKING PLANT,
15590,취식,TKML,TAKING A MEAL,
15591,취약,FRGL,FRAGILITY,
15592,취약성,VNRBTY,VULNERABILITY,
15593,취약지,WKNAR,WEAKNESS AREA,
15594,취약지구분코드,WKNARCD,WEAKNESS AREA SECTION CODE,
15595,취업,EMPLMT,EMPLOYMENT,취직
15596,취업능력교육비,EAEEXP,EMPLOYMENT ABILITY EDUCATION EXPENSES,
15597,취업일자,EMPLDT,EMPLOYMENT DATE,"취직일,취직일자,취업일"
15598,취업자,EMPLY,EMPLOYEE,
15599,취임,IAGR,INAUGURATION,
15600,취재,SBJSLCT,SUBJECT SELECTION,
15601,취적,CRG,CREATION OF FAMILY REGISTER,
15602,취하,WTHDRW,WITHDRAW,
15603,취학,ESHL,ENTERING SCHOOL,
15604,취합,GTHRNG,GATHERING,
15605,취항,CMSSN,COMMISSION,
15606,취향,TASTE,TASTE,
15607,측,SIDE,SIDE,
15608,측구,GTTR,GUTTER,
15609,측기,MSV,MEASUREMENT DEVICE,
15610,측량,MSRMT,MEASUREMENT,
15611,측량일자,MSMTDT,MEASUREMENT DATE,측량일
15612,측면,SD,SIDE,
15613,측면도,SIDVW,SIDE VIEW,
15614,측선,SIDNG,SIDING,
15615,측점,SIDEPT,SIDE POINT,
15616,측정,MSMNT,MEASUREMENT,
15617,측정값,MSVL,MEASUREMENT VALUE,측정치
15618,측정기,MSRR,MEASUREMENT INSTRUMENT,
15619,측정단위,MESUREUNIT,MEASUREMENT UNIT,
15620,측정소,MSRSTN,MEASUREMENT STATION,
15621,측정일자,MSMDT,MEASUREMENT DATE,측정일
15622,측정자,ESTMTR,ESTIMATOR,
15623,측정주기,MSCYC,MEASUREMENT CYCLE,
15624,측지,LNDSV,LAND SURVEYING,
15625,측지제원유형코드,LNDSVPDQCD,LAND SURVEYING PERFORMANCE AND DISTINCTIVE QUALITY INDICATOR TYPE CODE,
15626,측지학,GEOD,GEODESY,
15627,층,FLR,FLOOR,
15628,층번호,FLRNO,FLOOR NUMBER,
15629,층수,NUMLR,THE NUMBER OF LAYERS,
15630,층압펌프,JKPMP,JOCKEY PUMP,
15631,층운,STRTUS,STRATUS,
15632,치,NMRVAL,NUMERICAL VALUE,
15633,치공구,JIG,JIG,
15634,치과,DNTLCLNC,DENTAL CLINIC,"DENTAL,치과병원"
15635,치과가산,DCAD,DENTAL CLINIC ADDITION,
15636,치과병원,DCHP,DENTAL CLINIC HOSPITAL,
15637,치과병원장,DCDH,DENTAL CLINIC THE DIRECTOR OF HOSPITAL,
15638,치과외래,DCAB,DENTAL CLINIC AMBULATORY CARE,
15639,치과일반,DCGE,DENTAL CLINIC GENERAL,
15640,치과입원,DCHS,DENTAL CLINIC HOSPITALIZATION,
15641,치료,CURE,CURE,가료
15642,치료계획,CUPN,CURE PLAN,
15643,치료과정,CUPRC,CURE PROCESS,
15644,치료비,MDCFEE,MEDICAL FEE,
15645,치료사,CURENR,CURE ENGINEER,
15646,치료약품,CUMDC,CURE MEDICINE,
15647,치료자,CURER,CURER,
15648,치마,SKIRT,SKIRT,
15649,치명결점,FTDFC,FATAL DEFECT,
15650,치명도분석,CRANL,CRITICALITY ANALYSIS,
15651,치사,KILLN,KILLING,
15652,치수,MSR,MEASURE,
15653,치아,TOTH,TOOTH,
15654,치안,PBLSCR,PUBLIC SECURITY,
15655,치안감,SSG,SENIOR SUPERINTENDENT GENERAL,
15656,치열,DNTTN,DENTITION,
15657,치열번호,DNTNO,DENTITION NUMBER,
15658,치유,RCVRNG,RECOVERING,
15659,치장,STORE,STORE,
15660,치장비축물자구분코드,SRCCD,STORE RETAIN CATEGORY CODE,
15661,치장장비,STREQ,STORED EQUIPMENT,
15662,치환,RPLCMT,REPLACEMENT,
15663,친고죄,OSJCP,OFFENSE SUBJECT TO COMPLAINT,
15664,친구,FRND,FRIEND,
15665,친권,PRIGHT,PARENTAL RIGHTS,
15666,친권자,PSNPRATH,PERSON IN PARENTAL AUTHORITY,
15667,친밀,INTMCY,INTIMACY,
15668,친밀도,INTIMDEGR,INTIMATE DEGREE,
15669,친생자,ORCLD,ONES REAL CHILD,
15670,친절,KD,KINDNESS,
15671,친화,KIN,KINDNESS,
15672,칠엽수,HRCHST,HORSE CHESTNUT,
15673,침,ACPTR,ACUPUNCTURE,
15674,침구,BEDD,BEDDING,
15675,침대,BED,BED,
15676,침로,SHPCRS,SHIPS COURSE,
15677,침몰,SINK,SINKING,
15678,침몰품,SBMRGUD,SUBMERGED GOODS,
15679,침묵,SLNC,SILENCE,
15680,침범,INVST,INVASION,
15681,침상,BUNK,BUNK,
15682,침수,FLUD,FLOODING,
15683,침술,ACUPTR,ACUPUNCTURE,
15684,침식,WASH,WASH,
15685,침실,BDRM,BEDROOM,
15686,침입탐지시스템,IDS,INTRUSION DETECTION SYSTEM,
15687,침전,DEPSTN,DEPOSITION,
15688,침전물,PRCPTT,PRECIPITATE,
15689,침출수,LCHT,LEACHATE,
15690,침투,IFTR,INFILTRATION,
15691,침투도발,IFTPRV,INFILTRATION PROVOCATION,
15692,침투로,IFTLN,INFILTRATION LANE,
15693,침투부대이동속도적용구분코드,IFLTRMOVEACD,INFILTRATION TROOP MOVEMENT VELOCITY APPLY SECTION CODE,
15694,침투사건분석항목코드,IAAICD,INFILTRATION AFFAIR ANALYSIS ITEM CODE,
15695,침투사건소속코드,IAASGMTCD,INFILTRATION AFFAIR ASSIGNMENT CODE,
15696,침투사건임무코드,IAMSNCD,INFILTRATION AFFAIR MISSION CODE,
15697,침투사건지역코드,IARGNCD,INFILTRATION AFFAIR REGION CODE,
15698,침투사건특성코드,IASPCD,INFILTRATION AFFAIR SPECIAL QUALITY CODE,
15699,침투자,IFTPSN,INFILTRATION PERSON,
15700,침투제,PNTRNT,PENETRANT,
15701,침하,SNKG,SINKAGE,
15702,침해,VIO,VIOLATE,
15703,침해사고,INFRACDNT,INFRINGEMENT ACCIDENT,
15704,칩셋,CHPST,CHIPSET,
15705,카달로그,CATALOG,CATALOG,
15706,카드,CARD,CARD,
15707,카드구분코드,CRDCD,CARD DIVISION CODE,
15708,카드뮴,CDMM,CADMIUM,
15709,카드번호,CARDNO,CARD NUMBER,
15710,카메라,CMR,CAMERA,
15711,카메라그룹번호,CMRGRPNO,CAMERA GROUP NUMBER,
15712,카메라번호,CMRNO,CAMERA NUMBER,
15713,카탈로그,CATLG,CATALOG,카다로그
15714,카테터,CTHTR,CATHETER,CATHETER
15715,카투사,KATUSA,KOREAN AUGMENTATION TROOPS TO UNITED STATES ARMY,
15716,카트,CART,CART,
15717,카페,CAFE,CAFE,
15718,카풀,CRPL,CAR POOL,
15719,칸,SPC,SPACE,
15720,칼날,BLADE,BLADE,BLADE
15721,칼륨,K,KALIUM,K
15722,칼만필터,KMFLTR,KALMAN FILTER,
15723,칼슘,CA,CALCIUM,
15724,캐드,CMADDS,COMPUTER AIDED DESIGN,
15725,캐디,CADDY,CADDY,
15726,캐비닛,CBNT,CABINET,"케비넷,캐비넷"
15727,캐쉬,CACHE,CACHE,
15728,캠퍼스,CAMPUS,CAMPUS,
15729,캠페인,CMPGN,CAMPAIGN,
15730,캠프,CMP,CAMP,
15731,캡처,CPTR,CAPTURE,
15732,캣워크,CTWK,CATWALK,"CATWALK,보행자통로"
15733,커넥터,CNNCTR,CONNECTOR,
15734,커뮤니티,COU,COMMUNITY,
15735,커버,COVR,COVER,
15736,커브,CRV,CURVE,
15737,커서,CURSOR,CURSOR,
15738,커스터마이징,CSTMZNG,CUSTOMIZING,
15739,컨베이어,CNVYR,CONVEYOR,
15740,컨설턴트,CNSTNT,CONSULTANT,
15741,컨소시엄,CNSRTM,CONSORTIUM,
15742,컨테이너,CTNR,CONTAINER,
15743,컨테이너번호,CTNRNO,CONTAINER NUMBER,
15744,컨테이너설비,CNTFCT,CONTAINER FACILITY,
15745,컨테이너안전협정,CSI,CONTAINER SECURITY INITIATIVE,
15746,컨테이너야드,CNTYRD,CONTAINER YARD,
15747,컨테이너크레인,CTNRCRN,CONTAINER CRANE,
15748,컨테이너터미널,CNTMAL,CONTAINER TERMINAL,
15749,컨테이너화물집화소,CFS,CONTAINER FREIGHT STATION,CFS
15750,컬럼,CLM,COLUMN,COLUMN
15751,컴파일,CMPLE,COMPILE,
15752,컴포넌트,CPNNT,COMPONENT,
15753,컴퓨터,CMPTR,COMPUTER,PC
15754,컴퓨터그래픽스,CTCS,COMPUTER GRAPHICS,
15755,컴퓨터단층촬영,CT,COMPUTER TOMOGRAPHY,CT
15756,컴퓨터소프트웨어구성항목,CSCI,COMPUTER SOFTWARE CONFIGURATION ITEM,CSCI
15757,케이블,CABLE,CABLE,
15758,케이스,CASE,CASE,CASE
15759,케이스번호,CASENO,CASE NUMBER,
15760,케이슨,CSN,CAISSON,CAISSOM
15761,코,NOSE,NOSE,
15762,코너속도,CORNERVLCT,CORNER VELOCITY,
15763,코닥,KODAK,KODAK,KODAK
15764,코덱,CODEC,CODEC,
15765,코드,CD,CODE,"부호,CODE,CODES"
15766,코드값,CDVAL,CODE VALUE,세부코드값
15767,코드값명,CDVALNM,CODE VALUE NAME,"세부코드명,세부코드명칭"
15768,코드명,CDNM,CODE NAME,
15769,코드번호,CODENO,CODE NUMBER,
15770,코만도솔로,CMDSL,COMMANDO SOLO,
15771,코스,CRS,COURSE,
15772,코어,CORE,CORE,
15773,코일,COIL,COIL,
15774,코칭,COCNG,COACHING,
15775,코탄젠트,COT,COTANGENT,
15776,콘덴서,CDSR,CONDENSER,
15777,콘도,CONDO,CONDO,
15778,콘센트,CNCNT,CONCENT,
15779,콘솔,CONSL,CONSOLE,
15780,콘크리트,CNCRT,CONCRETE,
15781,콘텐츠,CTNTS,CONTENTS,컨텐츠
15782,콜레라,CHOLR,CHOLERA,
15783,콜레스테롤,CLESTR,CHOLESTEROL,
15784,콜센터,CALCNTR,CALL CENTER,
15785,콜택시,CLLTX,CALL TAXI,
15786,콤보박스,CBBX,COMBO BOX,
15787,콤비카드,CMBCRD,COMBICARD,
15788,콤포지션폭약,CMPTL,COMPOSITION TOLUEN,
15789,콩,BEAN,BEAN,
15790,쿠키,COOKIE,COOKIE,
15791,쿠폰,COUPON,COUPON,
15792,쿼드런트,QUADRANT,QUADRANT,
15793,쿼리,QRY,QUERY,QUERY
15794,쿼터,QUTA,QUOTA,
15795,퀴즈,QUIZ,QUIZ,
15796,큐,QUE,QUEUE,
15797,크기,SIZE,SIZE,"사이즈,SIZE"
15798,크랭크,CRANK,CRANK,
15799,크레인,CRN,CRANE,기중기
15800,크로스도킹,CRSDK,CROSS DOCKING,
15801,크로스톤방법,CROSMET,CROSTONS METHOD,
15802,크론,CRON,CRON,
15803,크롬,CHRM,CHROMIUM,
15804,크롭,CROP,CONTAINER ROLL-INOUT PLATFORM,
15805,클라이언트,CL,CLIENT,
15806,클래스,CLASS,CLASS,
15807,클러스터,CLST,CLUSTER,
15808,클러터대항탐지확률,CLRATDTTPBT,CLUTTER ANTAGONIST DETECTION PROBABILITY,
15809,클럭,CLOCK,CLOCK,
15810,클리닉,CLINIC,CLINICS,
15811,클릭,CLCK,CLICK,
15812,클립아트,CLIPART,CLIPART,
15813,키,KEY,KEY,KEY
15814,키값,KVAL,KEY VALUE,
15815,키관리시스템도메인ID,KDNID,KEY MANAGEMENT APPLICATION SERVER DOMAIN NAME ID,
15816,키리졸브훈련,KRTRNNG,KEY RESOLVE TRAINING,
15817,키보드,KYBRD,KEYBOARD,
15818,키워드,KEYWD,KEY WORD,KEYWORD
15819,키트,KIT,KIT,"킷트,KIT"
15820,키패드,KEYPAD,KEYPAD,
15821,키폰,KPHON,KEYPHONE,
15822,킬로그램,KG,KILOGRAM,KG
15823,킬로미터,KM,KILOMETER,KM
15824,킬로바이트,KB,KILO BYTE,
15825,킬로볼트,KV,KILOVOLT,
15826,킬박스,KILLBOX,KILL BOX,"KILLBOX,격멸구역"
15827,킬박스구분코드,KILLBOXDVCD,KILL BOX DIVISION CODE,
15828,킬박스상태코드,KILLBOXSTCD,KILL BOX STATUS CODE,
15829,킹스톤검사,KNGINSP,KINGSTON INSPECTION,킹스톤
15830,타,OTHR,OTHER,
15831,타격,STRK,STRIKE,STRIKE
15832,타격결과,STKRLT,STRIKE RESULT,
15833,타격결과코드,STRKRSLTCD,STRIKE RESULT CODE,
15834,타격명령,STKORD,STRIKE ORDER,
15835,타격부대,STKUNT,STRIKE UNIT,
15836,타격수단,STKMEAN,STRIKE MEANS,
15837,타격수단코드,STRKMEANSCD,STRIKE MEANS CODE,
15838,타격실시,STKEXE,STRIKE EXECUTION,
15839,타격우선순위,STKPRT,STRIKE PRIORITY,
15840,타격임무,STKMSN,STRIKE MISSION,
15841,타격임무상태코드,STKMSNSTATCD,STRIKE MISSION STATE CODE,
15842,타격자산,STKASST,STRIKE ASSETS,
15843,타격지역번호,SRNO,STRIKE REGION NUMBER,
15844,타과의뢰,CSUT,CONSULTATION,
15845,타군,OTHMIL,OTHER MILITARY,
15846,타기관,OTHORG,OTHER ORGANIZATION,
15847,타당,PROPR,PROPER,
15848,타당성,VLDTY,VALIDITY,
15849,타도,ANTPRV,ANOTHER PROVINCE,
15850,타물권,OTHRRGHT,OTHER REAL RIGHTS,
15851,타박상,CTSN,CONTUSION,
15852,타부대,OTUNIT,OTHER UNIT,
15853,타사,OTHCMPNY,OTHER COMPANY,
15854,타워,TWR,TOWER,
15855,타워크레인,TWCRN,TOWERCRANE,
15856,타원,ELLIP,ELLIPSE,
15857,타원체,ELLIPSD,ELLIPSOID,
15858,타이어,TIRE,TIRE,
15859,타이어슈레드,TIRESHRD,TIRE-SHRED,
15860,타이어압력,TIREPRS,TIRE PRESSURE,
